stock,avg_wt
s37304,484.4101
s37305,97.02073
s37306,249.3392
s37307,67.07915
s37308,382.6099
s37309,60.29929
s3731,104.6666
s37310,398.8609
s37311,97.92537
s37312,389.9507
s37313,404.4083
s37314,416.6366
s37315,128.5346
s37316,356.9485
s37317,463.0466
s37318,477.5349
s37319,212.8433
s3732,303.0843
s37320,122.8565
s37321,280.1873
s37322,441.9057
s37323,454.5921
s37324,262.4664
s37325,460.3163
s37326,161.4977
s37327,330.4665
s37328,219.7462
s37329,249.8125
s3733,417.6984
s37330,438.401
s37331,159.5257
s37332,211.986
s37333,179.3917
s37334,163.1438
s37335,368.9768
s37336,314.5687
s37337,296.1867
s37338,86.21724
s37339,57.54253
s3734,89.75786
s37340,355.9047
s37341,113.2657
s37342,75.34106
s37343,280.9885
s37344,454.446
s37345,280.8374
s37346,335.7854
s37347,309.3246
s37348,104.1079
s37349,435.6709
s3735,243.2223
s37350,115.6414
s37351,338.5132
s37352,390.7842
s37353,186.8139
s37354,108.1211
s37355,157.4367
s37356,376.4601
s37357,391.6831
s37358,242.8007
s37359,488.6174
s3736,471.1012
s37360,481.4931
s37361,346.8715
s37362,272.9335
s37363,220.7172
s37364,479.904
s37365,204.2545
s37366,232.0553
s37367,235.7366
s37368,249.944
s37369,354.2502
s3737,239.3235
s37370,398.8875
s37371,418.8917
s37372,435.4576
s37373,154.7243
s37374,287.6923
s37375,67.4046
s37376,246.409
s37377,107.7658
s37378,251.1979
s37379,288.8365
s3738,222.1791
s37380,339.8922
s37381,95.68628
s37382,309.7063
s37383,444.8806
s37384,275.4619
s37385,153.0123
s37386,236.6967
s37387,288.1999
s37388,109.8039
s37389,488.8579
s3739,72.97506
s37390,429.6691
s37391,221.4994
s37392,389.2071
s37393,364.1023
s37394,150.8049
s37395,407.2251
s37396,118.2315
s37397,460.1852
s37398,76.62214
s37399,96.94319
s374,235.552
s3740,325.9867
s37400,302.8579
s37401,444.0585
s37402,419.8303
s37403,186.5488
s37404,280.9464
s37405,417.387
s37406,256.2976
s37407,382.9869
s37408,423.4334
s37409,487.0114
s3741,359.4232
s37410,73.70521
s37411,232.3173
s37412,372.0486
s37413,331.5957
s37414,98.38086
s37415,235.275
s37416,243.4608
s37417,141.151
s37418,83.37056
s37419,373.3322
s3742,65.19271
s37420,324.6993
s37421,291.9292
s37422,312.4253
s37423,490.2853
s37424,276.3674
s37425,262.8326
s37426,295.3495
s37427,486.9776
s37428,431.1869
s37429,301.8326
s3743,315.205
s37430,301.0566
s37431,168.9015
s37432,352.8024
s37433,414.5796
s37434,199.7062
s37435,78.0197
s37436,251.4758
s37437,277.8386
s37438,430.0566
s37439,484.7974
s3744,71.15239
s37440,370.5825
s37441,302.2563
s37442,403.6104
s37443,337.2093
s37444,476.63
s37445,260.1694
s37446,259.6013
s37447,320.4237
s37448,88.34128
s37449,163.8581
s3745,283.0394
s37450,196.7813
s37451,246.3794
s37452,421.7871
s37453,325.7209
s37454,175.8168
s37455,285.2349
s37456,241.082
s37457,74.88402
s37458,74.51597
s37459,76.57451
s3746,153.3259
s37460,225.9741
s37461,474.2654
s37462,334.0532
s37463,432.4405
s37464,225.8409
s37465,424.8345
s37466,226.7802
s37467,410.7135
s37468,156.6813
s37469,72.71197
s3747,73.56373
s37470,396.5556
s37471,76.18178
s37472,260.2802
s37473,389.0244
s37474,248.4074
s37475,480.0793
s37476,449.5111
s37477,343.5049
s37478,256.5775
s37479,197.7563
s3748,281.9148
s37480,166.7462
s37481,152.9863
s37482,288.6572
s37483,391.7738
s37484,167.5422
s37485,280.1628
s37486,252.79
s37487,268.8735
s37488,63.61486
s37489,358.5745
s3749,376.2088
s37490,435.2205
s37491,314.5999
s37492,393.7349
s37493,64.14471
s37494,195.7704
s37495,156.9052
s37496,69.47324
s37497,289.8629
s37498,326.7867
s37499,394.8488
s375,366.6803
s3750,373.7279
s37500,426.4571
s37501,396.4762
s37502,481.9541
s37503,446.6341
s37504,336.6369
s37505,225.5725
s37506,292.4772
s37507,323.7441
s37508,125.3442
s37509,74.91597
s3751,390.3473
s37510,311.0426
s37511,135.6214
s37512,417.6833
s37513,286.9456
s37514,337.418
s37515,150.5193
s37516,321.399
s37517,473.6546
s37518,96.61978
s37519,385.7469
s3752,417.2484
s37520,373.5287
s37521,262.8249
s37522,174.8485
s37523,263.1575
s37524,58.27575
s37525,262.2377
s37526,253.2295
s37527,352.232
s37528,318.1693
s37529,249.5557
s3753,131.2556
s37530,445.4502
s37531,90.14579
s37532,129.2249
s37533,111.6822
s37534,480.556
s37535,132.3983
s37536,115.8775
s37537,445.4293
s37538,323.103
s37539,242.3977
s3754,271.446
s37540,299.7271
s37541,353.2373
s37542,458.1453
s37543,237.0984
s37544,322.2236
s37545,370.3817
s37546,318.2305
s37547,163.077
s37548,190.28
s37549,363.1386
s3755,336.5621
s37550,430.8305
s37551,183.4893
s37552,421.01
s37553,436.0033
s37554,166.1492
s37555,105.1694
s37556,59.3209
s37557,203.5226
s37558,454.0588
s37559,85.02002
s3756,416.0663
s37560,133.0963
s37561,466.5454
s37562,471.9761
s37563,180.0753
s37564,432.6884
s37565,482.9127
s37566,493.0047
s37567,481.0114
s37568,495.3137
s37569,172.7163
s3757,108.3422
s37570,122.4823
s37571,475.7739
s37572,384.3068
s37573,313.8994
s37574,122.5064
s37575,205.6021
s37576,305.6242
s37577,98.62688
s37578,54.35776
s37579,412.0131
s3758,137.281
s37580,308.2274
s37581,252.0107
s37582,437.0593
s37583,284.4655
s37584,114.7405
s37585,212.9491
s37586,173.4244
s37587,429.7736
s37588,63.71457
s37589,57.74459
s3759,214.6738
s37590,313.4035
s37591,229.1553
s37592,307.3619
s37593,315.3327
s37594,350.8414
s37595,287.4094
s37596,351.1225
s37597,90.95083
s37598,170.4497
s37599,229.0464
s376,440.983
s3760,322.1146
s37600,215.6741
s37601,334.1251
s37602,290.6817
s37603,199.6553
s37604,380.8738
s37605,326.441
s37606,284.8045
s37607,387.8894
s37608,486.1262
s37609,222.9929
s3761,142.5791
s37610,112.9033
s37611,118.2675
s37612,173.7938
s37613,351.8451
s37614,61.65813
s37615,185.7322
s37616,371.8794
s37617,63.34156
s37618,303.2896
s37619,197.466
s3762,298.388
s37620,459.7484
s37621,285.5439
s37622,206.873
s37623,372.9847
s37624,154.5198
s37625,85.92826
s37626,144.1295
s37627,57.5617
s37628,329.8254
s37629,114.1959
s3763,424.4431
s37630,175.9468
s37631,458.2917
s37632,221.2371
s37633,255.2482
s37634,153.1558
s37635,455.0542
s37636,297.1146
s37637,476.5384
s37638,283.2924
s37639,113.8111
s3764,368.7431
s37640,62.31176
s37641,316.771
s37642,447.6101
s37643,247.9036
s37644,168.6853
s37645,150.991
s37646,320.3043
s37647,399.5869
s37648,255.8772
s37649,114.3488
s3765,264.0636
s37650,475.2734
s37651,52.87443
s37652,160.0085
s37653,222.8349
s37654,421.6254
s37655,135.2018
s37656,445.3879
s37657,60.83123
s37658,130.778
s37659,237.4335
s3766,168.0528
s37660,311.7057
s37661,444.9078
s37662,142.2247
s37663,346.2174
s37664,464.538
s37665,312.1369
s37666,115.0655
s37667,231.5684
s37668,189.8808
s37669,367.8187
s3767,64.62148
s37670,57.88236
s37671,358.5759
s37672,418.1445
s37673,93.35617
s37674,449.7133
s37675,326.4906
s37676,190.6485
s37677,470.3173
s37678,483.0968
s37679,78.0862
s3768,441.4488
s37680,294.1171
s37681,304.6296
s37682,312.202
s37683,194.0968
s37684,255.5596
s37685,258.5837
s37686,258.4308
s37687,472.8362
s37688,118.5796
s37689,184.183
s3769,227.2685
s37690,488.7957
s37691,411.1949
s37692,171.2631
s37693,251.293
s37694,111.2091
s37695,269.6253
s37696,360.116
s37697,383.5534
s37698,453.9786
s37699,472.2414
s377,375.2805
s3770,379.9407
s37700,359.2393
s37701,433.1998
s37702,76.79002
s37703,202.2425
s37704,349.7822
s37705,489.0877
s37706,265.9453
s37707,196.0703
s37708,266.4503
s37709,67.04594
s3771,189.6476
s37710,144.7375
s37711,423.5102
s37712,59.6336
s37713,394.0752
s37714,243.3638
s37715,232.0458
s37716,223.7547
s37717,302.9302
s37718,222.7626
s37719,156.2554
s3772,263.7181
s37720,327.4574
s37721,383.0178
s37722,417.8725
s37723,257.65
s37724,169.2715
s37725,90.6535
s37726,63.61106
s37727,166.8632
s37728,251.4151
s37729,422.011
s3773,423.5164
s37730,282.4319
s37731,484.4083
s37732,363.5528
s37733,74.68889
s37734,124.8604
s37735,233.5523
s37736,315.5499
s37737,334.4273
s37738,315.7026
s37739,327.9678
s3774,149.1393
s37740,474.608
s37741,435.068
s37742,122.56
s37743,298.8647
s37744,93.50266
s37745,314.4687
s37746,352.863
s37747,161.9374
s37748,168.4025
s37749,161.3973
s3775,186.3704
s37750,147.3359
s37751,182.6377
s37752,242.331
s37753,75.85856
s37754,458.6476
s37755,234.8243
s37756,322.7285
s37757,432.9894
s37758,427.8882
s37759,221.2977
s3776,461.8139
s37760,441.9716
s37761,437.9029
s37762,374.9707
s37763,182.8483
s37764,299.9582
s37765,460.0113
s37766,287.9979
s37767,191.8223
s37768,363.7852
s37769,61.82549
s3777,371.5832
s37770,180.5679
s37771,240.7817
s37772,355.2039
s37773,454.8119
s37774,325.579
s37775,435.217
s37776,473.1758
s37777,382.0265
s37778,443.7198
s37779,373.2989
s3778,400.1916
s37780,180.8954
s37781,81.60007
s37782,404.3949
s37783,456.185
s37784,298.7269
s37785,483.1577
s37786,162.7636
s37787,344.0804
s37788,370.8178
s37789,449.0787
s3779,398.2239
s37790,120.3235
s37791,65.97313
s37792,350.1852
s37793,105.852
s37794,303.208
s37795,242.5719
s37796,81.18526
s37797,343.5531
s37798,441.9852
s37799,201.3333
s378,130.9158
s3780,163.0722
s37800,494.5588
s37801,332.4162
s37802,247.8342
s37803,219.886
s37804,200.4551
s37805,198.8713
s37806,152.8056
s37807,113.4813
s37808,118.4909
s37809,385.8322
s3781,215.3542
s37810,239.4002
s37811,322.4895
s37812,159.3289
s37813,388.4014
s37814,205.9589
s37815,90.53934
s37816,416.6314
s37817,464.2792
s37818,186.4628
s37819,306.6974
s3782,298.2955
s37820,387.3952
s37821,255.8073
s37822,381.4988
s37823,424.2856
s37824,397.8742
s37825,198.5773
s37826,69.79561
s37827,194.2846
s37828,132.2081
s37829,73.73094
s3783,375.1028
s37830,477.563
s37831,347.202
s37832,69.0006
s37833,223.721
s37834,260.7853
s37835,482.817
s37836,131.8321
s37837,350.8359
s37838,311.0655
s37839,293.1899
s3784,188.1308
s37840,278.7305
s37841,129.4846
s37842,155.9097
s37843,151.3799
s37844,176.3739
s37845,252.6409
s37846,367.8023
s37847,302.7442
s37848,256.9412
s37849,235.2049
s3785,274.6344
s37850,286.2564
s37851,121.1964
s37852,422.6852
s37853,407.3591
s37854,276.1944
s37855,410.12
s37856,356.5553
s37857,347.2095
s37858,386.6367
s37859,133.76
s3786,492.298
s37860,431.6219
s37861,395.6537
s37862,223.0726
s37863,268.166
s37864,116.0512
s37865,151.7383
s37866,209.8379
s37867,243.9367
s37868,276.0433
s37869,223.78
s3787,335.5607
s37870,163.4358
s37871,302.4903
s37872,346.2937
s37873,476.1452
s37874,155.1367
s37875,127.4707
s37876,63.42235
s37877,477.1149
s37878,390.3062
s37879,346.0389
s3788,184.8552
s37880,268.2849
s37881,332.5792
s37882,466.3212
s37883,202.373
s37884,349.6486
s37885,455.9027
s37886,423.5425
s37887,417.8772
s37888,428.752
s37889,289.2278
s3789,271.5268
s37890,273.9198
s37891,307.8883
s37892,95.42239
s37893,260.8198
s37894,325.3616
s37895,77.63024
s37896,271.893
s37897,233.0118
s37898,211.8005
s37899,301.8478
s379,482.3003
s3790,420.2737
s37900,398.5301
s37901,104.4277
s37902,114.0905
s37903,201.8721
s37904,316.1027
s37905,135.6998
s37906,72.39393
s37907,273.3929
s37908,238.5393
s37909,143.8185
s3791,289.0536
s37910,332.2366
s37911,469.6825
s37912,67.23012
s37913,367.1078
s37914,333.8962
s37915,64.24992
s37916,126.086
s37917,223.219
s37918,423.127
s37919,268.6969
s3792,215.3347
s37920,82.11754
s37921,317.1968
s37922,252.7923
s37923,297.6975
s37924,333.5258
s37925,481.405
s37926,299.2515
s37927,240.8443
s37928,382.4027
s37929,266.3326
s3793,214.0985
s37930,403.9687
s37931,324.2304
s37932,217.1515
s37933,318.8742
s37934,113.7062
s37935,375.6577
s37936,364.8523
s37937,161.136
s37938,143.7006
s37939,157.2236
s3794,70.0212
s37940,167.0963
s37941,99.29548
s37942,251.7008
s37943,482.5793
s37944,139.4661
s37945,177.3915
s37946,375.0855
s37947,278.9753
s37948,195.5979
s37949,461.0484
s3795,143.1596
s37950,146.733
s37951,345.9355
s37952,468.7534
s37953,257.4224
s37954,417.8645
s37955,154.8345
s37956,457.2838
s37957,105.1562
s37958,453.1699
s37959,130.8172
s3796,284.1065
s37960,258.9802
s37961,152.7176
s37962,358.0721
s37963,198.4244
s37964,490.2785
s37965,193.4205
s37966,110.024
s37967,443.4231
s37968,395.8484
s37969,316.8931
s3797,475.5362
s37970,326.1704
s37971,105.5577
s37972,276.3448
s37973,367.1684
s37974,459.96
s37975,431.6906
s37976,392.4121
s37977,166.7121
s37978,112.3869
s37979,264.5691
s3798,408.6553
s37980,429.2691
s37981,443.2377
s37982,124.4562
s37983,87.1292
s37984,231.035
s37985,487.0361
s37986,255.1412
s37987,356.3764
s37988,149.8471
s37989,258.5467
s3799,300.3695
s37990,437.8336
s37991,175.9811
s37992,276.2599
s37993,236.4771
s37994,420.782
s37995,211.4365
s37996,491.9806
s37997,472.0262
s37998,62.7112
s37999,275.591
s38,283.4893
s380,150.3676
s3800,417.0671
s38000,242.0226
s38001,87.36971
s38002,429.9401
s38003,419.649
s38004,487.7353
s38005,215.0734
s38006,68.16792
s38007,404.8435
s38008,253.8137
s38009,166.0794
s3801,198.6777
s38010,287.0496
s38011,308.715
s38012,181.2738
s38013,251.3775
s38014,419.7773
s38015,419.7817
s38016,141.9692
s38017,149.4312
s38018,393.1155
s38019,471.7461
s3802,453.6766
s38020,248.9899
s38021,401.0445
s38022,267.2529
s38023,155.7673
s38024,296.9291
s38025,136.7014
s38026,96.90057
s38027,185.2057
s38028,156.6951
s38029,445.2299
s3803,404.9456
s38030,192.1804
s38031,430.7379
s38032,73.86258
s38033,176.1256
s38034,392.7156
s38035,158.4826
s38036,317.4909
s38037,119.4801
s38038,311.9632
s38039,472.927
s3804,385.9921
s38040,364.7371
s38041,447.069
s38042,416.835
s38043,81.35831
s38044,271.7532
s38045,237.6965
s38046,477.5509
s38047,86.82443
s38048,489.7
s38049,301.885
s3805,144.7079
s38050,393.3015
s38051,214.4969
s38052,404.6468
s38053,348.1726
s38054,77.26274
s38055,445.1115
s38056,266.2815
s38057,408.1404
s38058,219.6622
s38059,489.7284
s3806,186.1637
s38060,154.6704
s38061,183.1056
s38062,482.1439
s38063,463.6309
s38064,323.5399
s38065,131.8198
s38066,332.9533
s38067,281.4521
s38068,365.4342
s38069,312.6817
s3807,430.2747
s38070,339.9792
s38071,56.98888
s38072,317.448
s38073,161.0839
s38074,199.0738
s38075,458.4588
s38076,291.8901
s38077,367.5651
s38078,353.9543
s38079,263.004
s3808,285.9148
s38080,393.2637
s38081,433.2381
s38082,263.3516
s38083,355.3665
s38084,104.6598
s38085,488.9221
s38086,334.9987
s38087,302.0065
s38088,248.0147
s38089,488.4376
s3809,472.3595
s38090,237.089
s38091,76.98422
s38092,489.3862
s38093,159.8452
s38094,348.1482
s38095,226.2937
s38096,303.4204
s38097,471.4775
s38098,187.3861
s38099,399.3977
s381,444.1733
s3810,75.39764
s38100,486.0426
s38101,291.8664
s38102,163.1159
s38103,72.08256
s38104,257.5388
s38105,426.7855
s38106,78.46147
s38107,397.045
s38108,63.2227
s38109,453.9757
s3811,455.4836
s38110,245.7447
s38111,194.0839
s38112,290.7472
s38113,421.8435
s38114,258.1991
s38115,260.1519
s38116,191.6853
s38117,69.08334
s38118,269.5586
s38119,461.1786
s3812,273.9732
s38120,281.0023
s38121,226.7094
s38122,189.0593
s38123,440.3624
s38124,471.5477
s38125,467.1505
s38126,240.7806
s38127,117.3529
s38128,207.1217
s38129,354.703
s3813,168.4108
s38130,418.8534
s38131,308.3788
s38132,491.1588
s38133,124.0921
s38134,469.1194
s38135,214.6133
s38136,66.00106
s38137,174.6904
s38138,445.5764
s38139,248.2434
s3814,70.53867
s38140,314.8598
s38141,251.0266
s38142,138.6924
s38143,255.8189
s38144,374.2024
s38145,383.2581
s38146,398.1491
s38147,288.7594
s38148,195.4237
s38149,424.9511
s3815,129.2144
s38150,333.5689
s38151,396.6083
s38152,184.493
s38153,376.9517
s38154,448.0731
s38155,405.7285
s38156,225.0575
s38157,451.2398
s38158,288.6598
s38159,459.5678
s3816,176.4417
s38160,76.81487
s38161,267.8056
s38162,312.4856
s38163,432.3363
s38164,424.8172
s38165,479.293
s38166,81.39104
s38167,286.3921
s38168,58.01611
s38169,110.9582
s3817,361.9443
s38170,150.4102
s38171,201.0793
s38172,102.0656
s38173,412.1929
s38174,266.4276
s38175,459.4799
s38176,203.8139
s38177,235.7772
s38178,251.8784
s38179,473.1702
s3818,276.7755
s38180,437.7571
s38181,135.2636
s38182,82.51819
s38183,332.6497
s38184,159.5009
s38185,84.24719
s38186,130.2014
s38187,92.41493
s38188,437.9579
s38189,156.7993
s3819,217.4757
s38190,238.3767
s38191,380.5438
s38192,392.5084
s38193,349.7422
s38194,115.4832
s38195,203.5317
s38196,372.2468
s38197,229.9705
s38198,474.0677
s38199,75.67787
s382,416.7565
s3820,452.931
s38200,363.6664
s38201,331.5232
s38202,344.2809
s38203,398.9385
s38204,157.9821
s38205,350.5324
s38206,360.275
s38207,115.5998
s38208,182.8675
s38209,140.3288
s3821,444.3825
s38210,153.3531
s38211,106.6262
s38212,247.3735
s38213,480.2939
s38214,139.7932
s38215,241.013
s38216,470.2424
s38217,416.2506
s38218,195.3696
s38219,100.9406
s3822,352.8774
s38220,326.4486
s38221,275.1924
s38222,109.8581
s38223,70.27584
s38224,301.6367
s38225,305.3665
s38226,104.3055
s38227,476.0391
s38228,315.0479
s38229,131.8062
s3823,223.196
s38230,481.8872
s38231,118.2314
s38232,87.966
s38233,136.7276
s38234,427.8044
s38235,424.5059
s38236,480.4031
s38237,198.1167
s38238,456.4328
s38239,283.8123
s3824,130.8231
s38240,423.0841
s38241,212.7506
s38242,329.1213
s38243,438.098
s38244,139.5314
s38245,269.0159
s38246,222.1805
s38247,264.2465
s38248,75.73556
s38249,385.0746
s3825,243.5596
s38250,411.8059
s38251,119.6813
s38252,237.0776
s38253,178.2529
s38254,411.89
s38255,453.5632
s38256,112.9878
s38257,243.7905
s38258,203.9407
s38259,417.2916
s3826,184.2197
s38260,484.9009
s38261,197.693
s38262,432.8787
s38263,57.22061
s38264,327.1428
s38265,261.4958
s38266,356.5726
s38267,473.6581
s38268,452.8626
s38269,481.0498
s3827,213.0259
s38270,64.60856
s38271,58.06496
s38272,348.793
s38273,468.7419
s38274,58.52589
s38275,235.8081
s38276,277.2895
s38277,370.4235
s38278,427.1808
s38279,195.2532
s3828,362.6593
s38280,326.3762
s38281,315.902
s38282,216.9053
s38283,277.3841
s38284,378.2681
s38285,277.8922
s38286,123.8723
s38287,359.0531
s38288,73.60298
s38289,275.6321
s3829,104.874
s38290,482.9707
s38291,204.4398
s38292,473.0199
s38293,106.4572
s38294,111.3946
s38295,427.9147
s38296,174.0484
s38297,102.0181
s38298,300.3474
s38299,356.5933
s383,353.546
s3830,139.0836
s38300,73.78659
s38301,350.808
s38302,335.9577
s38303,84.05296
s38304,470.3237
s38305,324.6083
s38306,186.3598
s38307,217.2399
s38308,336.3255
s38309,295.2016
s3831,233.0113
s38310,200.6095
s38311,450.4691
s38312,273.139
s38313,114.3184
s38314,444.7732
s38315,221.8781
s38316,436.3096
s38317,116.1413
s38318,485.9601
s38319,174.0188
s3832,491.234
s38320,63.43961
s38321,193.7992
s38322,360.4792
s38323,383.1842
s38324,295.37
s38325,103.6025
s38326,254.3817
s38327,421.7454
s38328,146.757
s38329,405.3189
s3833,145.6856
s38330,330.21
s38331,478.9597
s38332,361.7934
s38333,145.6554
s38334,231.5199
s38335,280.8473
s38336,420.1376
s38337,198.5913
s38338,218.5726
s38339,76.05568
s3834,305.7017
s38340,408.4574
s38341,153.7995
s38342,236.7984
s38343,173.2661
s38344,205.8869
s38345,64.16051
s38346,300.6837
s38347,414.375
s38348,476.1839
s38349,250.1737
s3835,225.1663
s38350,334.5462
s38351,213.3084
s38352,111.6148
s38353,137.7949
s38354,391.447
s38355,127.1752
s38356,99.3883
s38357,461.5577
s38358,180.8611
s38359,140.2189
s3836,387.4972
s38360,288.117
s38361,205.7157
s38362,207.061
s38363,440.8033
s38364,454.6964
s38365,307.1101
s38366,401.246
s38367,431.5677
s38368,261.6735
s38369,339.374
s3837,170.2377
s38370,470.0404
s38371,257.143
s38372,224.4323
s38373,443.1902
s38374,177.8657
s38375,239.2898
s38376,237.7486
s38377,236.9512
s38378,88.62523
s38379,298.6088
s3838,111.3171
s38380,489.2799
s38381,163.7317
s38382,250.4367
s38383,135.8421
s38384,296.5245
s38385,389.0057
s38386,237.6608
s38387,213.29
s38388,415.2297
s38389,146.814
s3839,383.7018
s38390,69.85214
s38391,353.1831
s38392,222.6594
s38393,396.83
s38394,228.9392
s38395,176.7033
s38396,250.0823
s38397,435.2124
s38398,428.4175
s38399,94.12726
s384,181.8405
s3840,258.015
s38400,207.0423
s38401,369.5587
s38402,186.6751
s38403,63.61692
s38404,394.2708
s38405,483.1594
s38406,277.734
s38407,311.8514
s38408,436.498
s38409,99.21381
s3841,54.85512
s38410,368.6697
s38411,402.1543
s38412,125.7815
s38413,391.7749
s38414,447.4675
s38415,170.0625
s38416,91.7719
s38417,125.4455
s38418,471.8049
s38419,124.6384
s3842,344.977
s38420,450.5054
s38421,433.4467
s38422,385.5914
s38423,373.2806
s38424,463.365
s38425,165.536
s38426,433.9841
s38427,491.3775
s38428,267.179
s38429,477.8354
s3843,380.7218
s38430,366.7294
s38431,150.9289
s38432,445.675
s38433,132.4445
s38434,412.1098
s38435,112.8669
s38436,347.805
s38437,245.3578
s38438,264.7698
s38439,151.1423
s3844,322.1242
s38440,151.5069
s38441,74.27233
s38442,86.20199
s38443,69.48573
s38444,437.5724
s38445,121.7521
s38446,123.0432
s38447,438.6666
s38448,233.4558
s38449,431.5284
s3845,150.3731
s38450,331.3677
s38451,125.3565
s38452,290.3953
s38453,192.4092
s38454,349.3384
s38455,225.5563
s38456,75.72136
s38457,58.02983
s38458,373.4727
s38459,367.038
s3846,356.5244
s38460,332.0525
s38461,428.4558
s38462,351.0231
s38463,138.9482
s38464,227.5458
s38465,427.1893
s38466,430.4765
s38467,442.7614
s38468,305.3559
s38469,202.8041
s3847,60.20218
s38470,63.71432
s38471,432.0126
s38472,137.3563
s38473,271.3707
s38474,371.9004
s38475,341.648
s38476,131.4545
s38477,285.5917
s38478,286.2844
s38479,338.2204
s3848,311.0349
s38480,233.5734
s38481,131.2623
s38482,446.7053
s38483,159.6509
s38484,495.2629
s38485,363.3414
s38486,244.1177
s38487,103.1633
s38488,196.9316
s38489,475.4325
s3849,250.8981
s38490,364.9327
s38491,136.3979
s38492,187.295
s38493,251.4686
s38494,209.8493
s38495,149.1626
s38496,393.4222
s38497,252.8752
s38498,175.5719
s38499,279.4055
s385,201.5237
s3850,460.2929
s38500,371.1423
s38501,448.951
s38502,99.80241
s38503,191.2952
s38504,246.9542
s38505,471.4223
s38506,231.7187
s38507,269.4253
s38508,224.3925
s38509,73.78312
s3851,205.4315
s38510,67.39507
s38511,463.749
s38512,115.2732
s38513,70.24252
s38514,81.69416
s38515,425.5558
s38516,152.1293
s38517,452.7481
s38518,420.8461
s38519,473.3921
s3852,396.4763
s38520,94.4498
s38521,183.2447
s38522,135.1865
s38523,330.5971
s38524,104.1314
s38525,180.2297
s38526,193.0094
s38527,218.4459
s38528,370.4098
s38529,162.78
s3853,110.3742
s38530,248.2934
s38531,125.3802
s38532,178.2138
s38533,131.4292
s38534,299.0955
s38535,183.65
s38536,157.2373
s38537,200.2227
s38538,455.3717
s38539,462.2236
s3854,101.3514
s38540,289.6779
s38541,249.4174
s38542,187.1349
s38543,329.6313
s38544,174.2686
s38545,100.4734
s38546,207.6121
s38547,423.3482
s38548,329.1219
s38549,156.2693
s3855,150.4262
s38550,259.1468
s38551,415.8629
s38552,414.7686
s38553,409.8964
s38554,390.9043
s38555,270.87
s38556,178.6086
s38557,233.6864
s38558,437.1599
s38559,342.038
s3856,284.3753
s38560,258.3268
s38561,442.9828
s38562,478.2802
s38563,317.198
s38564,371.5826
s38565,360.5416
s38566,84.43468
s38567,303.4554
s38568,350.7593
s38569,191.4669
s3857,111.8981
s38570,385.6759
s38571,178.5342
s38572,399.3511
s38573,438.0535
s38574,222.6345
s38575,278.3954
s38576,164.7169
s38577,449.3628
s38578,101.9679
s38579,267.9175
s3858,387.1409
s38580,162.8666
s38581,225.7592
s38582,252.9512
s38583,165.0093
s38584,352.0045
s38585,234.6088
s38586,63.78235
s38587,160.629
s38588,336.2506
s38589,407.0228
s3859,445.871
s38590,364.0816
s38591,434.684
s38592,128.2437
s38593,486.4969
s38594,134.0791
s38595,253.851
s38596,348.6876
s38597,449.3405
s38598,419.8273
s38599,290.1616
s386,246.7516
s3860,242.4228
s38600,80.82185
s38601,340.6351
s38602,384.4039
s38603,416.1123
s38604,350.0588
s38605,327.4105
s38606,325.9523
s38607,444.615
s38608,367.975
s38609,303.6874
s3861,295.6603
s38610,280.1989
s38611,317.4611
s38612,423.6013
s38613,279.804
s38614,347.4789
s38615,466.8791
s38616,294.4847
s38617,317.6456
s38618,365.5712
s38619,93.27903
s3862,316.1516
s38620,304.8281
s38621,287.9592
s38622,273.027
s38623,188.8509
s38624,301.8907
s38625,239.1855
s38626,495.039
s38627,124.977
s38628,372.0732
s38629,64.7867
s3863,352.6854
s38630,98.61122
s38631,98.09504
s38632,274.1737
s38633,112.0753
s38634,241.6163
s38635,275.8304
s38636,319.4715
s38637,484.5064
s38638,448.1326
s38639,317.8187
s3864,201.1201
s38640,114.8261
s38641,420.6892
s38642,183.3256
s38643,200.122
s38644,212.7213
s38645,360.0468
s38646,170.6238
s38647,247.6037
s38648,66.87031
s38649,159.8444
s3865,452.755
s38650,62.38249
s38651,485.4634
s38652,102.0881
s38653,491.0874
s38654,128.6287
s38655,326.4442
s38656,156.0453
s38657,455.2604
s38658,205.1104
s38659,189.7027
s3866,269.9447
s38660,190.5864
s38661,202.7186
s38662,201.0453
s38663,478.9064
s38664,214.1208
s38665,336.4374
s38666,287.0337
s38667,294.6363
s38668,243.7285
s38669,104.1958
s3867,86.86093
s38670,65.46445
s38671,345.5574
s38672,109.7528
s38673,264.2787
s38674,453.5296
s38675,217.259
s38676,389.761
s38677,477.8266
s38678,272.9399
s38679,493.8516
s3868,446.229
s38680,455.8854
s38681,456.3795
s38682,133.3538
s38683,379.8089
s38684,443.5963
s38685,152.1881
s38686,335.6961
s38687,360.0891
s38688,76.89956
s38689,370.2091
s3869,257.0068
s38690,385.5529
s38691,212.5507
s38692,369.4274
s38693,87.69735
s38694,331.8379
s38695,360.5361
s38696,97.98243
s38697,251.5247
s38698,456.5991
s38699,214.8209
s387,96.76606
s3870,229.376
s38700,354.0793
s38701,360.9312
s38702,102.522
s38703,173.2544
s38704,302.1329
s38705,304.3746
s38706,252.8629
s38707,65.85576
s38708,154.2774
s38709,81.56049
s3871,346.8279
s38710,369.6456
s38711,63.823
s38712,77.96426
s38713,278.7426
s38714,384.6413
s38715,478.1289
s38716,159.7796
s38717,123.9715
s38718,266.2264
s38719,413.194
s3872,347.7703
